"","entry","module","genes","pathway","module_info","pathway_info"
"343","mmu:269181","mmu_M00075","Mgat4a, 9530018I07Rik, GnT, GnT-IVa, glcNAc-T-IVa","mmu00510, mmu00513","N-glycan biosynthesis, complex type","N-Glycan biosynthesis, Various types of N-glycan biosynthesis"
"344","mmu:67555","mmu_M00075","Mgat4d, 4933434I20Rik, GnT1IP, GnT1IP-L","mmu00510, mmu00513","N-glycan biosynthesis, complex type","N-Glycan biosynthesis, Various types of N-glycan biosynthesis"
"345","mmu:107895","mmu_M00075","Mgat5, 4930471A21Rik, 5330407H02Rik, AI480971, GlcNA, GlcNAc-TV","mmu00510","N-glycan biosynthesis, complex type","N-Glycan biosynthesis"
"346","mmu:268510","mmu_M00075","Mgat5b, C330018B01, GnT-, GnT-IX, mGnTVB","mmu00510, mmu00515","N-glycan biosynthesis, complex type","N-Glycan biosynthesis, Mannose type O-glycan biosynthesis"
"347","mmu:67569","mmu_M00075","Mgat4c, 9130411I17Rik, GntIVh","mmu00510, mmu00513","N-glycan biosynthesis, complex type","N-Glycan biosynthesis, Various types of N-glycan biosynthesis"
"348","mmu:53618","mmu_M00075","Fut8","mmu00510, mmu00513, mmu00533","N-glycan biosynthesis, complex type","N-Glycan biosynthesis, Various types of N-glycan biosynthesis, Glycosaminoglycan biosynthesis - keratan sulfate"
"349","mmu:20440","mmu_M00075","St6gal1, AW742324, Si, Siat1, St6G, St6Gal-I, St6gal, St6galI","mmu00510, mmu00514","N-glycan biosynthesis, complex type","N-Glycan biosynthesis, Other types of O-glycan biosynthesis"
"350","mmu:240119","mmu_M00075","St6gal2, C230064G14Rik, St6galII, mKIAA1877","mmu00510, mmu00514","N-glycan biosynthesis, complex type","N-Glycan biosynthesis, Other types of O-glycan biosynthesis"
"351","mmu:15931","mmu_M00076, mmu_M00078","Ids, AW214631","mmu00531","Dermatan sulfate degradation, Heparan sulfate degradation","Glycosaminoglycan degradation"
"352","mmu:15932","mmu_M00076, mmu_M00078","Idua, 6030426D08","mmu00531","Dermatan sulfate degradation, Heparan sulfate degradation","Glycosaminoglycan degradation"
"353","mmu:11881","mmu_M00076, mmu_M00077","Arsb, 1110007C02Rik, A, AI480648, As, As-, As-1, As-1r, As-1s, As-1t, As1, As1-r, As1-s, As1-t, Asr-1, Ast, Ast-1","mmu00531","Dermatan sulfate degradation, Chondroitin sulfate degradation","Glycosaminoglycan degradation"
"354","mmu:20690","mmu_M00076, mmu_M00077","Spam1, AV039194, Ph-2, Ph-20","mmu00531","Dermatan sulfate degradation, Chondroitin sulfate degradation","Glycosaminoglycan degradation"
"355","mmu:15586","mmu_M00076, mmu_M00077","Hyal1, Fus2, Hya1, Hyal, Hyal-1, Nat6","mmu00531","Dermatan sulfate degradation, Chondroitin sulfate degradation","Glycosaminoglycan degradation"
"356","mmu:15587","mmu_M00076, mmu_M00077","Hyal2, AI256841, AU020858, AW555733","mmu00531","Dermatan sulfate degradation, Chondroitin sulfate degradation","Glycosaminoglycan degradation"
"357","mmu:74468","mmu_M00076, mmu_M00077","Hyal5, 4933439A12Rik","mmu00531","Dermatan sulfate degradation, Chondroitin sulfate degradation","Glycosaminoglycan degradation"
"358","mmu:77042","mmu_M00076, mmu_M00077","Hyal4, 4632428M18Rik, CSHY","mmu00531","Dermatan sulfate degradation, Chondroitin sulfate degradation","Glycosaminoglycan degradation"
"359","mmu:109685","mmu_M00076, mmu_M00077","Hyal3, Hyl3","mmu00531","Dermatan sulfate degradation, Chondroitin sulfate degradation","Glycosaminoglycan degradation"
"360","mmu:74409","mmu_M00076, mmu_M00077","Hyal6, 4932701A20Rik, Hyal, Hyal-ps1, Hyalp1","mmu00531","Dermatan sulfate degradation, Chondroitin sulfate degradation","Glycosaminoglycan degradation"
"361","mmu:50917","mmu_M00077, mmu_M00079","Galns, mFLJ00319","mmu00531","Chondroitin sulfate degradation, Keratan sulfate degradation","Glycosaminoglycan degradation"
"362","mmu:15442","mmu_M00078","Hpse, H, HSE1, Hpa, Hpr1","mmu00531","Heparan sulfate degradation","Glycosaminoglycan degradation"
"363","mmu:545291","mmu_M00078","Hpse2, Gm968, Hpa2","mmu00531","Heparan sulfate degradation","Glycosaminoglycan degradation"
"364","mmu:27029","mmu_M00078","Sgsh, 4632406A19Rik","mmu00531","Heparan sulfate degradation","Glycosaminoglycan degradation"
"365","mmu:52120","mmu_M00078","Hgsnat, 9430010M12Rik, AW208455, D8Ertd354, D8Ertd354e, Tmem76","mmu00531","Heparan sulfate degradation","Glycosaminoglycan degradation"
"366","mmu:27419","mmu_M00078","Naglu","mmu00531","Heparan sulfate degradation","Glycosaminoglycan degradation"
"367","mmu:75612","mmu_M00078, mmu_M00079","Gns, 2610016K11Rik, AU042285, C87209, G6, G6S, N28088","mmu00531","Heparan sulfate degradation, Keratan sulfate degradation","Glycosaminoglycan degradation"
"368","mmu:12091","mmu_M00079","Glb1, AW125515, Bg, Bge, Bgl, Bgl-, Bgl-e, Bgl-s, Bgl-t, Bgs, Bgt, C130097A14Rik","mmu00052, mmu00511, mmu00531, mmu00600, mmu00604","Keratan sulfate degradation","Galactose metabolism, Other glycan degradation, Glycosaminoglycan degradation, Sphingolipid metabolism, Glycosphingolipid biosynthesis - ganglio series"
"369","mmu:15211","mmu_M00079","Hexa, Hex-1","mmu00511, mmu00513, mmu00520, mmu00531, mmu00603, mmu00604","Keratan sulfate degradation","Other glycan degradation, Various types of N-glycan biosynthesis, Amino sugar and nucleotide sugar metabolism, Glycosaminoglycan degradation, Glycosphingolipid biosynthesis - globo and isoglobo series, Glycosphingolipid biosynthesis - ganglio series"
"370","mmu:15212","mmu_M00079","Hexb","mmu00511, mmu00513, mmu00520, mmu00531, mmu00603, mmu00604","Keratan sulfate degradation","Other glycan degradation, Various types of N-glycan biosynthesis, Amino sugar and nucleotide sugar metabolism, Glycosaminoglycan degradation, Glycosphingolipid biosynthesis - globo and isoglobo series, Glycosphingolipid biosynthesis - ganglio series"
"371","mmu:107476","mmu_M00082","Acaca, A530025K05Rik, Ac, Acac, Acc, Acc1, Gm738","mmu00061, mmu00620, mmu00640","Fatty acid biosynthesis, initiation","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism"
"372","mmu:14104","mmu_M00082, mmu_M00083","Fasn, A630082H08Rik, F, FAS","mmu00061","Fatty acid biosynthesis, initiation, Fatty acid biosynthesis, elongation","Fatty acid biosynthesis"
"373","mmu:223722","mmu_M00082, mmu_M00873","Mcat, AI225907, BC025519","mmu00061","Fatty acid biosynthesis, initiation, Fatty acid biosynthesis in mitochondria, animals","Fatty acid biosynthesis"
"374","mmu:71147","mmu_M00083, mmu_M00873","Oxsm, 4933425A18Rik, C80494","mmu00061, mmu00780","Fatty acid biosynthesis, elongation, Fatty acid biosynthesis in mitochondria, animals","Fatty acid biosynthesis, Biotin metabolism"
"375","mmu:52538","mmu_M00085, mmu_M00087","Acaa2, 0610011L04Rik, AI255831, AI265397, D18Ertd240, D18Ertd240e","mmu00062, mmu00071, mmu00280","Fatty acid elongation in mitochondria, beta-Oxidation","Fatty acid elongation, Fatty acid degradation, Valine, leucine and isoleucine degradation"
"376","mmu:231086","mmu_M00085, mmu_M00087","Hadhb, 4930479F15Rik, Mtp, Mtpb, TP-beta","mmu00062, mmu00071, mmu00280","Fatty acid elongation in mitochondria, beta-Oxidation","Fatty acid elongation, Fatty acid degradation, Valine, leucine and isoleucine degradation"
"377","mmu:26922","mmu_M00085, mmu_M00873","Mecr, AI195831, NRBF-1, Nrb, Nrbf1","mmu00061, mmu00062","Fatty acid elongation in mitochondria, Fatty acid biosynthesis in mitochondria, animals","Fatty acid biosynthesis, Fatty acid elongation"
"378","mmu:14081","mmu_M00086","Acsl1, Ac, Acas, Acas1, Acs, FACS, Fac, Facl2, LACS_1, LACS1","mmu00061, mmu00071","beta-Oxidation, acyl-CoA synthesis","Fatty acid biosynthesis, Fatty acid degradation"
"379","mmu:50790","mmu_M00086","Acsl4, 9430020A05Rik, AC, ACS4, AU018108, Fac, Facl4, La, Lacs4","mmu00061, mmu00071","beta-Oxidation, acyl-CoA synthesis","Fatty acid biosynthesis, Fatty acid degradation"
"380","mmu:216739","mmu_M00086","Acsl6, A330035H04Rik, AW050338, Fac, Facl6, L, LACS, Lacsl, mKIAA0837","mmu00061, mmu00071","beta-Oxidation, acyl-CoA synthesis","Fatty acid biosynthesis, Fatty acid degradation"
"381","mmu:74205","mmu_M00086","Acsl3, 2610510B12Rik, Acs3, C85929, Fac, Facl3, Pro2194","mmu00061, mmu00071","beta-Oxidation, acyl-CoA synthesis","Fatty acid biosynthesis, Fatty acid degradation"
"382","mmu:433256","mmu_M00086","Acsl5, 1700030F05Rik, ACS2, ACS5, Fac, Facl5","mmu00061, mmu00071","beta-Oxidation, acyl-CoA synthesis","Fatty acid biosynthesis, Fatty acid degradation"
"383","mmu:328845","mmu_M00086","Acsbg2, Bg, Bgr","mmu00061, mmu00071","beta-Oxidation, acyl-CoA synthesis","Fatty acid biosynthesis, Fatty acid degradation"
"384","mmu:94180","mmu_M00086","Acsbg1, BG1, Bgm, E230019G03Rik, GR-LACS, L, Lpd, R75185","mmu00061, mmu00071","beta-Oxidation, acyl-CoA synthesis","Fatty acid biosynthesis, Fatty acid degradation"
"385","mmu:78625","mmu_M00086","Acsbg3, 1700026H02, 1700061G19Rik, AI507598","mmu00061, mmu00071","beta-Oxidation, acyl-CoA synthesis","Fatty acid biosynthesis, Fatty acid degradation"
"386","mmu:80911","mmu_M00087, mmu_M00861","Acox3, BI685180, EST-s, EST-s59, PC, PCOX","mmu00071, mmu00410, mmu00592, mmu00640, mmu01040","beta-Oxidation, beta-Oxidation, peroxisome, VLCFA","Fatty acid degradation, beta-Alanine metabolism, alpha-Linolenic acid metabolism, Propanoate metabolism, Biosynthesis of unsaturated fatty acids"
"387","mmu:11430","mmu_M00087, mmu_M00861","Acox1, A, AOX, Acox, D130055E20Rik, Paox","mmu00071, mmu00410, mmu00592, mmu00640, mmu01040","beta-Oxidation, beta-Oxidation, peroxisome, VLCFA","Fatty acid degradation, beta-Alanine metabolism, alpha-Linolenic acid metabolism, Propanoate metabolism, Biosynthesis of unsaturated fatty acids"
"388","mmu:11363","mmu_M00087","Acadl, AA960361, AU018452, C79855, LC, LCAD","mmu00071","beta-Oxidation","Fatty acid degradation"
"389","mmu:11370","mmu_M00087","Acadvl, VL, vlcad","mmu00071","beta-Oxidation","Fatty acid degradation"
"390","mmu:113868","mmu_M00087, mmu_M00861","Acaa1a, Ac, Acaa, Acaa1, D9Ertd25, D9Ertd25e, P, PTL","mmu00071, mmu00280, mmu00592, mmu01040","beta-Oxidation, beta-Oxidation, peroxisome, VLCFA","Fatty acid degradation, Valine, leucine and isoleucine degradation, alpha-Linolenic acid metabolism, Biosynthesis of unsaturated fatty acids"
"391","mmu:235674","mmu_M00087, mmu_M00861","Acaa1b","mmu00071, mmu00280, mmu00592, mmu01040","beta-Oxidation, beta-Oxidation, peroxisome, VLCFA","Fatty acid degradation, Valine, leucine and isoleucine degradation, alpha-Linolenic acid metabolism, Biosynthesis of unsaturated fatty acids"
"392","mmu:14732","mmu_M00089","Gpam, GPA, GPAT, GPAT-1, GPAT1, P90","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"393","mmu:215456","mmu_M00089","Gpat2, A530057A03Rik, Gm116, Gpa, xGPAT1","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"394","mmu:102247","mmu_M00089","Gpat4, AU041707, AW545732, Agp, Agpat6, Tsarg7","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"395","mmu:231510","mmu_M00089","Gpat3, 1-AGPAT, 1-AGPAT_9, 4933407I02Rik, 4933408F15, A230097K15Rik, AGPAT_10, Agp, Agpat9, GPAT-3, mGPAT3","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"396","mmu:55979","mmu_M00089","Agpat1, 1-A, 1-AGP, 1-AGPAT, AW047140, Lpa","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"397","mmu:67512","mmu_M00089","Agpat2, 2510002J07Rik, AV000834, BSC, BSCL, BSCL1, LPAAB, LPAAT, LPAAT-beta","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"398","mmu:28169","mmu_M00089","Agpat3, AW061257, AW493985, D10Jhu12e, LP, lpaat3","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"399","mmu:68262","mmu_M00089","Agpat4, 1500003P24Rik","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"400","mmu:52123","mmu_M00089","Agpat5, 1110013A05Rik, D8Ertd319, D8Ertd319e","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"401","mmu:225010","mmu_M00089","Lclat1, 1-AGPAT_8, AGP, AI181996, ALC, Agpat8, Alcat1, Gm91, Lyc, Lycat","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"402","mmu:218121","mmu_M00089","Mboat1, 9130215M02Rik, BC023845, LPEAT1, Moact1, Oac, Oact1","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"403","mmu:67216","mmu_M00089","Mboat2, 2810049G06Rik, AU022889, AW547221, LPCAT4, Moact2, Oac, Oact2","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"404","mmu:19012","mmu_M00089","Plpp1, Hic53, Hpic, Hpic53, L, LP, LPP-1, LPP1, P, PAP-2a, PAP2-alpha, PAP2a, Ppap2a, m, mPAP","mmu00561, mmu00564, mmu00565, mmu00600","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism, Ether lipid metabolism, Sphingolipid metabolism"
"405","mmu:50784","mmu_M00089","Plpp2, L, Lpp2, PAP2-G, PAP2-gamma, PAP2c, Pp, Ppap2c","mmu00561, mmu00564, mmu00565, mmu00600","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism, Ether lipid metabolism, Sphingolipid metabolism"
"406","mmu:67916","mmu_M00089","Plpp3, 1110003O22Rik, 2610002D05Rik, AV025606, D4Bwg0538e, D4Bwg1535e, L, Lpp3, PRG, PRG-2, Pp, Ppab2b, Ppap2b","mmu00561, mmu00564, mmu00565, mmu00600","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism, Ether lipid metabolism, Sphingolipid metabolism"
"407","mmu:14245","mmu_M00089","Lpin1, L, Lipin1, fld","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"408","mmu:64899","mmu_M00089","Lpin3, 9130206L11Rik, AA438110, AV236139, mKIAA4023","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"409","mmu:64898","mmu_M00089","Lpin2, 2610511G02Rik, AI481352, AW742896","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"410","mmu:71910","mmu_M00089","Plpp5, 1810019D05Rik, 2310022A04Rik, AW045471, Ppap, Ppapdc1, Ppapdc1b","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"411","mmu:381925","mmu_M00089","Plpp4, C030048B12Rik, Gm1090, Ppa, Ppapdc1a","mmu00561, mmu00564","Triacylglycerol biosynthesis","Glycerolipid metabolism, Glycerophospholipid metabolism"
"412","mmu:13350","mmu_M00089","Dgat1, ARAT, C75990, D15Ertd23, D15Ertd23e, Dgat","mmu00561, mmu00830","Triacylglycerol biosynthesis","Glycerolipid metabolism, Retinol metabolism"
"413","mmu:67800","mmu_M00089","Dgat2, 0610010B06Rik, ARAT, DGAT-2","mmu00561","Triacylglycerol biosynthesis","Glycerolipid metabolism"
"414","mmu:12660","mmu_M00090, mmu_M00092","Chka, CK, CK/EK-a, CK/EK-alpha, Chetk-alpha, Chk, Cho, ChoK, EK, EtnK-, EtnK-alpha","mmu00564","Phosphatidylcholine (PC) biosynthesis, choline => PC, Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE","Glycerophospholipid metabolism"
"415","mmu:12651","mmu_M00090, mmu_M00092","Chkb, CK/EK-bet, Chetk, Chk, Chkl, Ck, Ck/Ek, Ck/Ek-beta, Ckb, Ckekb, Ek","mmu00564","Phosphatidylcholine (PC) biosynthesis, choline => PC, Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE","Glycerophospholipid metabolism"
"416","mmu:13026","mmu_M00090","Pcyt1a, CTa, CTalpha, Ccta, Cctalpha, Ctpc, Ctpct, Ctta, Cttalpha","mmu00440, mmu00564","Phosphatidylcholine (PC) biosynthesis, choline => PC","Phosphonate and phosphinate metabolism, Glycerophospholipid metabolism"
"417","mmu:236899","mmu_M00090","Pcyt1b, AW045697, CTTbet, CTTbeta","mmu00440, mmu00564","Phosphatidylcholine (PC) biosynthesis, choline => PC","Phosphonate and phosphinate metabolism, Glycerophospholipid metabolism"
"418","mmu:212862","mmu_M00090","Chpt1","mmu00440, mmu00564, mmu00565","Phosphatidylcholine (PC) biosynthesis, choline => PC","Phosphonate and phosphinate metabolism, Glycerophospholipid metabolism, Ether lipid metabolism"
"419","mmu:99712","mmu_M00090, mmu_M00092","Cept1, 9930118K05Rik, mCEPT1","mmu00440, mmu00564, mmu00565","Phosphatidylcholine (PC) biosynthesis, choline => PC, Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE","Phosphonate and phosphinate metabolism, Glycerophospholipid metabolism, Ether lipid metabolism"
"420","mmu:18618","mmu_M00091","Pemt, D9Mgi2, PEAMT, PEMT2, PLMT, Pem, Pemp, Pempt, Pempt2","mmu00564","Phosphatidylcholine (PC) biosynthesis, PE => PC","Glycerophospholipid metabolism"
"421","mmu:75320","mmu_M00092","Etnk1, 1110061E11Rik, 4930555L11Rik, AI195356, AI841245, C80956, D6Ertd3, D6Ertd3e, EKI, EKI1","mmu00564","Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE","Glycerophospholipid metabolism"
"422","mmu:214253","mmu_M00092","Etnk2, 4933417N20Rik, AI197444, EKI_2, Eki, Eki2, Tuc1","mmu00564","Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE","Glycerophospholipid metabolism"
"423","mmu:68671","mmu_M00092","Pcyt2, 1110033E03Rik, ET","mmu00440, mmu00564","Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE","Phosphonate and phosphinate metabolism, Glycerophospholipid metabolism"
"424","mmu:28042","mmu_M00092","Selenoi, 4933402G07Rik, AI448296, AI452230, C79563, D5Wsu178, D5Wsu178e, Ept, Ept1, SELI, mKIAA1724","mmu00440, mmu00564, mmu00565","Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE","Phosphonate and phosphinate metabolism, Glycerophospholipid metabolism, Ether lipid metabolism"
"425","mmu:20773","mmu_M00094, mmu_M00099","Sptlc2, LCB, LCB2, LCB2a, Sp, Spt2","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"426","mmu:268656","mmu_M00094, mmu_M00099","Sptlc1, AW552086, C77762, E030036H05, Lcb, Lcb1, SPT1, Sp","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"427","mmu:228677","mmu_M00094, mmu_M00099","Sptlc3, C130053K05Rik","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"428","mmu:70750","mmu_M00094, mmu_M00099","Kdsr, 6330410P18Rik, 9430079B08Rik, Fvt, Fvt1","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"429","mmu:545975","mmu_M00094, mmu_M00099","Cers3, 4930550L11Rik, Cer, Gm488, L, Lass3, T3, T3L, mCerS3","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"430","mmu:76893","mmu_M00094, mmu_M00099","Cers2, 0610013I17Rik, AI225939, Cer, L, Lass2, TRH3, Trh","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"431","mmu:93898","mmu_M00094, mmu_M00099","Cers1, Cer, L, Lass1, Uog-, Uog-1, t, to","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"432","mmu:67260","mmu_M00094, mmu_M00099","Cers4, 2900019C14Rik, Cer, L, Lass4, Trh, Trh1","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"433","mmu:241447","mmu_M00094, mmu_M00099","Cers6, 4732462C07Rik, AW544719, Cer, L, Lass6, T1, T1L","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
"434","mmu:71949","mmu_M00094, mmu_M00099","Cers5, 2310081H14Rik, AU045339, AW544927, Cer, L, Lass5, Trh, Trh4","mmu00600","Ceramide biosynthesis, Sphingosine biosynthesis","Sphingolipid metabolism"
